Speaker	With	File	Text	Next line	When	Priority	Weight	Command Id	Target / Caster	Status	Items	Abilities	BattleId	Scenario Min	Scenario Max	Context Flags	Player Solo	Player Team	Enemy Solo	Enemy Team	Self	Enemy	Ally	Single	Multi	Hit	Miss	Dodge	Crit	Hp	Mp	Front Attack	Preemptive	Back Attack	Friendly Battle	Non Friendly Battle	Serious	Boss
Eiko		Summon Defence 2	Think we're tough now? Watch this!		CommandPerform							Carbuncle1, Carbuncle2, Carbuncle3, Carbuncle4																										
Eiko		Summon Defence 3	Time to level us up!		CommandPerform							Carbuncle1, Carbuncle2, Carbuncle3, Carbuncle4																										
Eiko		Summon Defence 4	Hmm, what if we were even stronger?		CommandPerform							Carbuncle1, Carbuncle2, Carbuncle3, Carbuncle4																										
Eiko		Summon Defence 5	Let's level the playing field!		CommandPerform							Carbuncle1, Carbuncle2, Carbuncle3, Carbuncle4																										
Eiko		Summon Defence 6	Divine protection, hear me!		CommandPerform							Carbuncle1, Carbuncle2, Carbuncle3, Carbuncle4																										
Eiko		Summon Offence 1	I'll deal with this.		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 2	I'd run if I were you.		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 3	Time for MY power!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 4	You ready for this?		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 5	Was nice knowin' ya!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 6	I'm not alone!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 7	Time to dieeee!		CommandPerform		50					Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 7B	Time to dieeee!		CommandPerform		50					Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 8	Time's up!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 9	Nobody hurts my friends!		CommandPerform		50					Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 9B	Nobody hurts my friends!		CommandPerform		50					Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 10	My turn!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 11	Was fun while it lasted!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 12	Try survive this!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 13	You were a worthy opponent... Not!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 14	Time to meet my other friends!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 15	I got a present for you!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 16	Check this out!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 17	Try this on for size!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 18	Let's see how you handle this!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 19	Bet ya can't do this!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 20	Ever see something like this before?		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 22	You mess with me, you mess with them!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 23	Oh, you thought we were done?		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 24	Sometimes, you jusst lose. No hard feelings.		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 25	See ya next time!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 26	Boy do I feel sorry for you!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 27	You might wanna run now.		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 28	This is the part where you lose!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 29	I'm not always mean, but this is an exception!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 30	Congratulations! You lose.		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 31	I got someone who wants to meet you!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 32	Think I'm good now? Try this!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 33	I'm not sure you can handle this one...		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 34	Game over!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Summon Offence 35	I'm bored now. Bye-bye!		CommandPerform							Fenrir1, Fenrir2, Phoenix, Madeen																										
Eiko		Support 1	I got this!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 2	No problem!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 3	You owe me one!		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 4	This should help!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 6	Feel better?		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 7	You're looking a little rough...		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 8	C'mon, put your back into it!		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 9	What would you do without me?		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 10	Bet you're glad I'm here!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 11	I got you!		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 12	I'm not just a pretty face.		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 13	That looks painfull..		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 14	We're not done yet!		CommandPerform			WhiteMagicEiko													x	x		x														
Eiko		Support 15	You're welcome!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 16	Try this!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 17	Need my help?		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 18	That'll be 100 gil!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 19	So you're not so tough after all?		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 20	Always needing my help!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 21	You're useless without me, huh?		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 22	Careful!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 23	Hurry up and win!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 24	Are you okay?		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 25	Maybe you should try dodging...		CommandPerform			WhiteMagicEiko													x	x			x													
Eiko		Support 26	You can thank me later!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 27	You're welcome!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 28	My time to shine!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 29	Have you tried not getting hurt?		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Support 30	I can handle this!		CommandPerform			WhiteMagicEiko													x	x																
Eiko		Reflect 1	Mirror, mirror, on the wall!		CommandPerform							Reflect									x																	
Eiko		Reflect 2	Sticks and stones may break my bones..		CommandPerform							Reflect									x																	
Eiko		Reflect 3	Let's use their own power against them!		CommandPerform							Reflect									x	x																
Eiko		Reflect Self 1	Do you hear yourself? You should try it!		CommandPerform							Reflect										x	x		x													
Eiko		Reflect Self 2	You'll be your own downfall!		CommandPerform							Reflect										x	x		x													
Eiko		Reflect Self 3	Careful, you might hurt yourself.		CommandPerform							Reflect										x	x		x													
Eiko		Revive 1	Wakey, wakey!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 2	Get, up!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 3	This is not the time!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 4	Up! We need you!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 5	You gotta do better than that!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 6	Time to get up!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 7	That's not all you've got, right?		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 8	Up and at 'em!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 9	We gonna win this or what?		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 10	You gonna let them get away with that?		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 11	You're not okay, are you?		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 12	You gonna sleep forever?		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 13	I can't do this forever y'know!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 14	I'm counting these favours y'know?		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 15	I thought you were better than this!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 16	You can't just lie there!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 17	Here, this’ll pick you up!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 18	Maybe try a different aproach next time.		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 19	If that's all you've got, I'm not doing this again!		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 20	Shame I can't revive some sense...		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Revive 21	You owe me one.		CommandPerform	1		WhiteMagicEiko, Item			PhoenixDown, PhoenixPinion	Life, FullLife																										
Eiko		Victory 1	Now, where were we?		VictoryPose																																	
Eiko		Victory 2	Hahaaa! I win!		VictoryPose																																	
Eiko		Victory 3	I'm better than you thought, huh?		VictoryPose																																	
Eiko		Victory 4	Was that suppossed to be a challenge?		VictoryPose																																	
Eiko		Victory 5	Ea-sy!		VictoryPose																																	
Eiko		Victory 6	Another win for us!		VictoryPose																																	
Eiko		Victory 7			VictoryPose																																	
Eiko		Victory 8	Piece of cake!		VictoryPose																																	
Eiko		Victory 9	Even a Chocobo coulda beat you.		VictoryPose																																	
Eiko		Victory 10	Now that's what I'm talkin' about.		VictoryPose																																	
Eiko		Victory 11	I warned you.		VictoryPose																																	
Eiko		Victory 12	First try!		VictoryPose																																	
Eiko		Victory 13	Whew, time flies when you're having fun!		VictoryPose																																	
Eiko		Victory 14	You lose!		VictoryPose																																	
Eiko		Victory 15	A round of applause for me!		VictoryPose																																	
Eiko		Victory 17	Good, right?		VictoryPose																																	
Eiko		Victory 18	Shoulda ran when you had the chance!		VictoryPose																																	
Eiko		Victory 19	That time already?		VictoryPose																																	
Eiko		Victory 20	You guys are slacking!		VictoryPose																																	
Eiko		Victory 21	Told you I was good.		VictoryPose																																	
Eiko		Victory 22	Yeah, yeah, I'm the best, I know.		VictoryPose																																	
Eiko		Victory 23	And done!		VictoryPose																																	
Eiko		Victory 24	I got 'em.		VictoryPose																																	
Eiko		Victory 25	I'm such a genious		VictoryPose																																	
Eiko		Victory 26	Is there anyone more perfect than me?		VictoryPose																																	
Eiko		Victory 27	Wow, I'm amazing		VictoryPose																																	
Eiko	$!Garnet	Victory 30	Are you taking notes Dagger?		VictoryPose																																	
Eiko	$!Steiner:LowHP	Victory 31	Hey Tin man, you doin' okay?		VictoryPose		1000																															
Eiko	$!Zidane	Victory 32	Did you see me, Zidane!?		VictoryPose																																	
Eiko		Victory Solo 1	Look at the mess I have to clean up...		VictoryPoseSurvivor																																	
Eiko		Zombie 1			Added					Zombie																												
Eiko		Zombie 2			Added					Zombie																												
:157		24/Strike B 1	$The wind lays out my path...		CommandPerform		-100					4																										
:157		24/Strike B 2	$The wind lays out my path...		CommandPerform		-100					4																										
:157		24/Strike C 1	$Get out of my way...		CommandPerform		-100					5																										
:157		24/Strike C 2	$Get out of my way...		CommandPerform		-100					5																										
